Composite.Element.REF	TCGA-HT-7482-01	TCGA-HW-7491-01	TCGA-HW-7493-01	TCGA-HW-7495-01	TCGA-HT-8010-01	TCGA-HT-8011-01	TCGA-HT-8013-01	TCGA-HT-7881-01	TCGA-HT-8018-01	TCGA-HT-7481-01	TCGA-FG-6689-01	TCGA-DB-5280-01	TCGA-DB-5278-01	TCGA-DB-5277-01	TCGA-DB-5276-01	TCGA-DB-5274-01	TCGA-E1-5304-01	TCGA-E1-5322-01	TCGA-CS-6669-01	TCGA-CS-6666-01	TCGA-CS-6665-01	TCGA-FG-8182-01	TCGA-FG-8185-01	TCGA-CS-6188-01	TCGA-FG-7641-01	TCGA-E1-5319-01	TCGA-CS-4943-01	TCGA-CS-6670-01	TCGA-DU-5847-01	TCGA-DU-5854-01	TCGA-DU-5852-01	TCGA-DU-5870-01	TCGA-DU-5855-01	TCGA-DU-5872-01	TCGA-DU-5871-01	TCGA-DU-5874-01	TCGA-FG-8187-01	TCGA-FG-8186-01	TCGA-FG-8188-01	TCGA-HW-8321-01	TCGA-HW-8322-01	TCGA-HW-8320-01	TCGA-HW-8319-01	TCGA-FG-6688-01	TCGA-CS-6186-01	TCGA-FG-6691-01	TCGA-IK-7675-01	TCGA-HT-7603-01	TCGA-HT-7605-01	TCGA-HT-8558-01	TCGA-HT-8564-01	TCGA-FG-7636-01	TCGA-HT-7873-01	TCGA-HT-7884-01	TCGA-DU-7006-01	TCGA-DU-7007-01	TCGA-DU-7008-01	TCGA-DU-7009-01	TCGA-DU-7010-01	TCGA-DU-7012-01	TCGA-DU-7013-01	TCGA-DU-7014-01	TCGA-DU-7018-01	TCGA-HT-7689-01	TCGA-HT-7688-01	TCGA-HT-7692-01	TCGA-HT-7693-01	TCGA-DU-7298-01	TCGA-DU-7301-01	TCGA-DU-7302-01	TCGA-DU-7306-01	TCGA-DU-7309-01	TCGA-HT-7676-01	TCGA-HT-7684-01	TCGA-HT-7686-01	TCGA-HT-7690-01	TCGA-HT-7691-01	TCGA-HT-7695-01	TCGA-DU-7290-01	TCGA-DU-7294-01	TCGA-EZ-7264-01	TCGA-HT-8019-01	TCGA-HW-7487-01	TCGA-HW-7486-01	TCGA-HW-7489-01	TCGA-HT-7470-01	TCGA-HT-7616-01	TCGA-HT-7479-01	TCGA-HT-7478-01	TCGA-HT-7473-01	TCGA-HT-7854-01	TCGA-HT-7858-01	TCGA-HT-7856-01	TCGA-HT-7874-01	TCGA-HT-7857-01	TCGA-HT-7476-01	TCGA-HT-7877-01	TCGA-HT-7467-01	TCGA-HT-7474-01	TCGA-HT-7620-01	TCGA-HT-7471-01	TCGA-HT-7480-01	TCGA-HT-7469-01	TCGA-HT-7468-01	TCGA-HT-7485-01	TCGA-DU-8162-01	TCGA-DH-5141-01	TCGA-FG-5964-01	TCGA-HT-7680-01	TCGA-DB-5273-01	TCGA-DB-5275-01	TCGA-DB-5281-01	TCGA-E1-5302-01	TCGA-E1-5303-01	TCGA-E1-5305-01	TCGA-E1-5318-01	TCGA-DH-5140-01	TCGA-DU-7304-01	TCGA-HT-7694-01	TCGA-DU-7300-01	TCGA-HT-7677-01	TCGA-HT-7687-01	TCGA-DU-7019-01	TCGA-DU-7011-01	TCGA-DU-7015-01	TCGA-FG-5965-01	TCGA-HT-7860-01	TCGA-HT-7483-01	TCGA-HT-7855-01	TCGA-HT-7601-01	TCGA-HT-7602-01	TCGA-HT-7606-01	TCGA-HT-7609-01	TCGA-FG-7634-01	TCGA-FG-7638-01	TCGA-HT-7875-01	TCGA-HT-7472-01	TCGA-HT-7475-01	TCGA-HT-8012-01	TCGA-HT-7879-01	TCGA-HT-7882-01	TCGA-P5-A5EW-01	TCGA-P5-A5EV-01	TCGA-P5-A5EY-01	TCGA-P5-A5F2-01	TCGA-P5-A5F1-01	TCGA-P5-A5F0-01	TCGA-P5-A5F6-01	TCGA-P5-A5EZ-01	TCGA-P5-A5F4-01	TCGA-DB-A4XB-01	TCGA-DB-A4XE-01	TCGA-DB-A4XF-01	TCGA-DB-A4XA-01	TCGA-DB-A4XD-01	TCGA-HT-A4DV-01	TCGA-P5-A5ET-01	TCGA-P5-A5EX-01	TCGA-P5-A5EU-01	TCGA-HW-A5KK-01	TCGA-HW-A5KJ-01	TCGA-FG-A4MY-01	TCGA-FG-A4MX-01	TCGA-FG-A4MW-01	TCGA-DB-A4X9-01	TCGA-DB-A4XC-01	TCGA-DB-A4XG-01	TCGA-DB-A4XH-01	TCGA-DU-A5TY-01	TCGA-DU-A5TP-01	TCGA-DU-A5TR-01	TCGA-HT-A5RB-01	TCGA-HT-A5R9-01	TCGA-HT-A5R5-01	TCGA-HT-A5R7-01	TCGA-FG-A60J-01	TCGA-HW-A5KM-01	TCGA-DU-A5TS-01	TCGA-DU-A5TW-01	TCGA-DU-A5TT-01	TCGA-DU-A5TU-01	TCGA-HW-7490-01	TCGA-HT-7880-01	TCGA-HT-7604-01	TCGA-HT-7607-01	TCGA-FG-7637-01	TCGA-HT-7681-01	TCGA-DU-7292-01	TCGA-E1-5307-01	TCGA-DH-5144-01	TCGA-DU-5849-01	TCGA-FG-8181-01	TCGA-CS-6668-01	TCGA-HT-8105-01	TCGA-DU-8165-01	TCGA-DU-8168-01	TCGA-DU-6395-01	TCGA-DU-6401-01	TCGA-HT-8114-01	TCGA-HT-8104-01	TCGA-HT-8106-01	TCGA-HT-8107-01	TCGA-HT-8109-01	TCGA-HT-8110-01	TCGA-HT-8111-01	TCGA-HT-8113-01	TCGA-DU-8158-01	TCGA-DU-8166-01	TCGA-IK-8125-01	TCGA-DU-8161-01	TCGA-DU-8163-01	TCGA-DU-8164-01	TCGA-DU-8167-01	TCGA-DU-6393-01	TCGA-DU-6396-01	TCGA-DU-6400-01	TCGA-DU-6403-01	TCGA-DU-6407-01	TCGA-DU-6406-01	TCGA-DU-6405-01	TCGA-DU-6404-01	TCGA-DU-6402-01	TCGA-DU-6399-01	TCGA-DU-6397-01	TCGA-DU-6394-01	TCGA-DU-6392-01	TCGA-DB-5270-01	TCGA-FG-6690-01	TCGA-FG-7643-01	TCGA-FG-8191-01	TCGA-CS-5390-01	TCGA-CS-5394-01	TCGA-DU-6542-01	TCGA-DU-6410-01	TCGA-DU-6408-01	TCGA-CS-5396-01	TCGA-CS-5397-01	TCGA-HT-7902-01	TCGA-HT-8015-01	TCGA-FG-A4MU-01	TCGA-HT-7477-01	TCGA-E1-5311-01	TCGA-DH-5142-01	TCGA-DH-5143-01	TCGA-CS-5393-01	TCGA-HT-7610-01	TCGA-FG-8189-01	TCGA-DB-5279-01	TCGA-CS-4944-01	TCGA-FG-5962-01	TCGA-CS-4942-01	TCGA-DU-5853-01	TCGA-FG-5963-01	TCGA-CS-4938-01	TCGA-HT-7608-01	TCGA-HT-7611-01	TCGA-FG-A4MT-01	TCGA-DU-5851-01	TCGA-F6-A8O4-01	TCGA-F6-A8O3-01	TCGA-DH-A7US-01	TCGA-TM-A84S-01	TCGA-TM-A84R-01	TCGA-RY-A83Z-01	TCGA-RY-A83Y-01	TCGA-RY-A83X-01	TCGA-RY-A845-01	TCGA-W9-A837-01	TCGA-RY-A843-01	TCGA-WY-A85D-01	TCGA-WY-A85B-01	TCGA-WY-A85C-01	TCGA-VV-A86M-01	TCGA-VV-A829-01	TCGA-TQ-A7RF-01	TCGA-TQ-A7RS-01	TCGA-VM-A8CB-01	TCGA-VM-A8C9-01	TCGA-FG-A87N-01	TCGA-FG-A87Q-01	TCGA-VM-A8CA-01	TCGA-S9-A7QX-01	TCGA-VM-A8CD-01	TCGA-S9-A7QZ-01	TCGA-VM-A8CH-01	TCGA-VM-A8CE-01	TCGA-E1-A7YN-01	TCGA-QH-A6XA-01	TCGA-VM-A8C8-01	TCGA-QH-A6XC-01	TCGA-QH-A6X9-01	TCGA-QH-A6X8-01	TCGA-QH-A86X-01	TCGA-QH-A870-01	TCGA-VW-A7QS-01	TCGA-TQ-A7RG-01	TCGA-TQ-A7RK-01	TCGA-S9-A7R4-01	TCGA-S9-A7R8-01	TCGA-S9-A7R1-01	TCGA-TQ-A7RH-01	TCGA-TQ-A7RQ-01	TCGA-TQ-A7RN-01	TCGA-FG-A6IZ-01	TCGA-QH-A6CY-01	TCGA-HT-A615-01	TCGA-QH-A6CX-01	TCGA-HT-A614-01	TCGA-DU-A6S3-01	TCGA-DU-A6S8-01	TCGA-S9-A6TS-01	TCGA-QH-A6CW-01	TCGA-S9-A6TY-01	TCGA-QH-A6CS-01	TCGA-S9-A6TU-01	TCGA-QH-A6CV-01	TCGA-S9-A6U0-01	TCGA-QH-A6CZ-01	TCGA-S9-A6TV-01	TCGA-QH-A6CU-01	TCGA-S9-A6U6-01	TCGA-E1-A7Z2-01	TCGA-S9-A6U9-01	TCGA-S9-A7J2-01	TCGA-QH-A6X5-01	TCGA-DB-A75P-01	TCGA-HT-A616-01	TCGA-E1-A7YY-01	TCGA-E1-A7YV-01	TCGA-E1-A7YW-01	TCGA-E1-A7YS-01	TCGA-E1-A7Z3-01	TCGA-DU-A7T6-01	TCGA-DU-A7TD-01	TCGA-E1-A7Z6-01	TCGA-E1-A7YI-01	TCGA-DU-A7TI-01	TCGA-FG-A710-01	TCGA-DU-A7TA-01	TCGA-FG-A713-01	TCGA-DU-A7TJ-01	TCGA-FG-A70Z-01	TCGA-FG-A70Y-01	TCGA-DU-A7TB-01	TCGA-TM-A7C5-01	TCGA-S9-A7IZ-01	TCGA-S9-A7IY-01	TCGA-S9-A6WQ-01	TCGA-S9-A6WP-01	TCGA-HT-A74L-01	TCGA-S9-A6WN-01	TCGA-HT-A617-01	TCGA-S9-A7IQ-01	TCGA-DU-A76L-01	TCGA-DB-A75M-01	TCGA-HT-A618-01	TCGA-QH-A6X4-01	TCGA-DB-A75O-01	TCGA-HT-A61A-01	TCGA-DU-A76K-01	TCGA-HT-A61B-01	TCGA-DB-A64V-01	TCGA-DB-A64U-01	TCGA-DB-A64O-01	TCGA-DB-A64S-01	TCGA-DB-A64Q-01	TCGA-DB-A64L-01	TCGA-DB-A64R-01	TCGA-DB-A64P-01	TCGA-FG-A6J3-01	TCGA-QH-A65S-01	TCGA-QH-A65V-01	TCGA-DH-A66D-01	TCGA-FG-A60L-01	TCGA-DH-A66B-01	TCGA-S9-A7IS-01	TCGA-DU-A76R-01	TCGA-S9-A7J0-01	TCGA-S9-A6WH-01	TCGA-S9-A6WD-01	TCGA-HT-A74O-01	TCGA-QH-A65Z-01	TCGA-S9-A6WE-01	TCGA-E1-A7YM-01	TCGA-DB-A75K-01	TCGA-E1-A7YH-01	TCGA-R8-A6ML-01	TCGA-P5-A72U-01	TCGA-R8-A6MK-01	TCGA-P5-A72W-01	TCGA-R8-A6MO-01	TCGA-P5-A737-01	TCGA-S9-A6U5-01	TCGA-P5-A72X-01	TCGA-DB-A64W-01	TCGA-P5-A730-01	TCGA-DB-A64X-01	TCGA-P5-A731-01	TCGA-DH-A66G-01	TCGA-P5-A735-01	TCGA-DH-A66F-01	TCGA-QH-A65X-01	TCGA-P5-A72Z-01	TCGA-P5-A733-01	TCGA-P5-A736-01	TCGA-DU-A76O-01	TCGA-E1-A7YQ-01	TCGA-E1-A7YL-01	TCGA-E1-A7YJ-01	TCGA-HT-A74H-01	TCGA-HT-A74J-01	TCGA-KT-A74X-01	TCGA-TQ-A8XE-01	TCGA-P5-A77X-01	TCGA-P5-A781-01	TCGA-P5-A77W-01	TCGA-P5-A780-01	TCGA-TQ-A7RW-01	TCGA-TQ-A7RV-01	TCGA-S9-A6TX-01	TCGA-S9-A6U1-01	TCGA-S9-A6WG-01	TCGA-R8-A6YH-01	TCGA-DU-A6S2-01	TCGA-DB-A75L-01	TCGA-TQ-A7RR-01	TCGA-DU-A7TG-01	TCGA-S9-A7J1-01
YWHAE|14-3-3_epsilon	-0.735784366	-0.66842569	-0.476433029	-0.684747909	-0.58434011	-0.938161469	-0.656271308	-0.656680436	-0.453341216	-0.682315404	-0.561055497	-0.184240347	-0.386201289	-0.896662214	-0.576238784	-0.747548582	-0.814321213	-0.773562164	-0.723998798	-0.806686947	-0.828826557	-0.714624209	-0.655105626	-0.971034561	-0.303765878	-0.588554351	-0.6683394	-0.468502402	-0.808837057	-0.726459659	-0.517212856	-0.347547681	-0.796975449	-0.230050913	-0.273597151	-0.742817231	-0.629770101	-0.716507829	-0.664377447	-0.289273144	-0.738457371	-0.407342602	-0.857191565	-0.700748085	-0.775607694	-0.629002228	-0.655765094	-0.701242843	-0.572569107	-0.47134523	-0.647310679	-0.538500632	-0.662872516	-0.603523444	-0.804553258	-0.68018786	-0.555202217	-0.610821681	-0.861451925	-0.785686705	-0.785287439	-0.030017019	-0.484228457	-0.530722245	-0.519974838	-0.676149729	-0.656852955	-0.693289478	-0.756471429	-0.509257919	-0.367332471	-0.570928776	-0.505351419	-0.223441877	-0.456969459	-0.551876176	-0.701674754	-0.43248488	-0.766217097	-0.609941393	-0.45431063	-0.409553798	-0.387379355	-0.450092926	-0.459147354	-0.4726858	-0.326684237	-0.598110683	-0.658978109	-0.582022854	-0.663025251	-0.598242235	-0.435909458	-0.578665619	-0.665967869	-0.482195961	-0.547365562	-0.619546308	-0.483882049	-0.423282059	-0.638456578	-0.597785818	-0.597058544	-0.474303541	-0.426383331	-0.572185342	-0.271789252	-0.421081096	-0.601103806	-0.494386612	-0.392934754	-0.249937289	-0.703214937	-0.469737573	-0.485754127	-0.522191027	-0.694807118	-0.551432047	-0.329569348	-0.399117713	-0.444369636	-0.454111041	-0.140969151	-0.366341876	-0.523776192	-0.543277024	-0.813360251	-0.104408107	-0.022585751	-0.598450064	-0.536216664	-0.640072369	-0.208844184	-0.555273624	-0.005891516	-0.405483436	-0.39344846	-0.505519982	-0.510914233	-0.60090246	-0.810533167	-0.583258909	-0.204855314	-0.825366157	-0.694906375	-0.351856891	-0.652254574	-0.722309583	-0.530336887	-0.459797965	-0.468646434	-0.530821175	-0.613355622	-0.258984829	-0.391428259	-0.446030483	-0.601081794	-0.626366799	-0.700308806	-0.793353997	-0.293573814	-0.425434795	0.06035305	-0.8474212	-0.423253416	-0.484384765	-0.589258182	-0.412676362	-0.630786265	-0.316059389	-0.605775208	-0.452803743	-0.520215733	-0.549933598	-0.469530576	-0.733716932	-0.567918389	-0.42744036	-0.237482612	-0.78065457	-0.549591069	-0.035674936	-0.501655712	-0.704772431	-0.52419511	-0.463526642	-0.44112713	-0.665287478	-0.527235711	-0.380024662	-0.562712234	-0.480907498	-0.607901591	-0.577403859	-1.103766782	-0.923252168	-0.64827537	-0.127011086	-0.603480826	-0.896863763	-0.506011492	-0.479220994	-0.246536242	-0.656060887	-0.582962688	-0.447791008	-0.914591996	-0.703946223	-0.267709674	-0.493690136	-0.74570135	-0.340951056	-0.361705291	-0.483765189	-0.58760371	-0.652189496	-0.468991607	-0.444533956	-0.767502959	-0.61599999	-0.900738339	-0.848211153	-0.349137051	-0.332600249	-0.481131271	-0.58606191	-0.301482941	-0.495411253	-0.343544784	-0.627386198	-0.48842407	-0.239098027	-0.400793089	-0.574694206	-0.474552454	-0.458190892	-0.62447434	-0.494623943	-0.457954232	-0.637112304	-0.653633104	-0.39774437	-0.560437004	-0.493766034	-0.270837577	-0.37611081	-0.302443697	-0.559287976	-0.447062965	-0.387353844	-0.479602289	-0.488197843	-0.551396431	-0.323247623	-0.325032717	-0.515935804	-0.576196072	-0.491592329	-0.353964641	-0.284499124	-0.545763246	-0.437551407	-0.278574436	-0.510961825	-0.466810051	-0.524242214	-0.514992703	-0.511566929	-0.018017225	-0.473042358	-0.42425172	-0.452886026	-0.536162418	-0.53789143	-0.467302921	-0.590124511	-0.319378183	-0.534559273	-0.644495572	-0.450651987	-0.463792386	-0.546756899	-0.399893426	-0.07059821	-0.597734941	-0.575926729	-0.417135033	-0.107644976	-0.509890905	-0.248516355	0.002908532	-0.477443647	-0.464258312	-0.448166574	-0.379278285	-0.593134703	-0.58158648	-0.443587192	-0.410591321	-0.182924562	-0.363750123	-0.284645659	-0.479858589	-0.348806884	-0.500923292	-0.457785285	-0.571340911	-0.24390501	-0.331565983	-0.422359823	-0.261624164	-0.570417512	-0.106389953	-0.567185098	-0.492615256	-0.686210144	-0.784502381	-0.245155708	-0.478011663	-0.533027089	-0.429891306	-0.022813368	-0.521520261	-0.586031486	-0.292190894	-0.265697466	-0.096535981	-0.134790349	-0.49023663	-0.422957452	-0.446027192	-0.405050639	-0.566741097	-0.618736256	-0.515988643	-0.5980308	-0.350021893	-0.350019376	-0.662572886	-0.041884445	-0.723556186	0.010757791	-0.537777526	-0.200215011	-0.535844096	-0.313283858	-0.502238754	-0.411523888	-0.233818006	-0.412123699	-0.453928579	-0.380593853	0.030686586	-0.653069904	-0.56663797	-0.43912876	-0.118624551	-0.590079571	-0.2239342	-0.47189421	-0.582818012	-0.420102339	-0.608156179	-0.010867996	-0.539658626	-0.551701091	-0.193333414	-0.435287435	-0.427752273	-0.530178891	-0.487832254	-0.454701549	-0.577988446	-0.556873396	-0.438789294	-0.776392823	-0.067395892	-0.778545255	-0.386176965	-0.395360111	-0.599632417	-0.488934953	-0.388103966	-0.257859271	0.12080397	-0.333871896	-0.538342197	-0.693461605	-0.396560446	-0.575421565	-0.447056849	-0.286798959	-0.518692613	-0.452061655	-0.185676919	-0.52469975	-0.459033613	-0.340675306	-0.513629067	-0.487599454	-0.509690023	-0.422761959	-0.199202543	-0.097369079	-0.439173887	-0.53408796	-0.533002903	-0.415927974	-0.790333939	-0.554425258	-0.258718631	-0.206624556	-0.452178194	-0.481185857	-0.27453645	-0.55546353	-0.455306999	-0.38947991	-0.476222748	-0.552946919	-0.496086563	-0.337762729	-0.540416221	-0.413185483	-0.158165284	-0.402026564	-0.254360813	-0.098610909
EIF4EBP1|4E-BP1	-0.049562613	0.172047846	-0.236429335	-0.203262675	-0.414633576	0.26071915	0.115089721	-0.27181033	-0.095360751	-0.313472858	-0.375494703	0.09886732	-0.040531047	0.258119524	-0.381960848	-0.032665966	0.758832711	0.010836348	0.159250181	0.002762569	-0.189503233	-0.080627731	-0.110325165	-0.091521132	-0.093138969	-0.02556363	0.048835127	-0.324491207	-0.063191099	-0.054179322	0.047746509	-0.08353711	-0.084019519	0.204251353	-0.182618066	-0.149415103	-0.314128702	0.145676769	-0.214276635	0.140529262	-0.024341487	-0.231744881	-0.540149259	-0.117086248	-0.493645497	-0.21585746	-0.068848994	-0.409667242	-0.327723059	-0.513711055	-0.55444329	-0.172104044	-0.216884825	-0.374024233	-0.313856902	0.150783432	0.200865389	0.221447587	-0.624674457	-0.562630025	0.138256661	0.079595181	0.381880429	-0.201352871	-0.271384296	-0.191910318	-0.194099122	-0.216173513	-0.338225564	-0.102223171	0.424395915	-0.359296739	-0.153227833	-0.176183929	-0.281933473	-0.338193223	-0.327723059	-0.224789542	-0.329017325	-0.115868055	-0.076455248	-0.392984736	-0.31647996	-0.398434437	-0.260621385	-0.387249924	0.140068758	-0.45567841	0.774841479	-0.322438628	-0.388331515	-0.19311725	-0.16710787	-0.297763461	-0.00972598	0.365746541	-0.541233383	-0.842817553	-0.500602781	-0.295451367	0.597112256	0.134654314	-0.048644898	-0.084364478	-0.448051918	-0.558590483	-0.360292614	-0.116129058	-0.484768554	-0.136872919	0.02330672	-0.062580587	-0.264314736	-0.063177301	-0.17124207	0.149691392	0.240650326	-0.461656931	-0.396579311	-0.141691861	-0.09577254	0.165167395	-0.031700955	0.125314991	-0.312777043	-0.340634712	-0.272246499	0.241653479	0.000470834	-0.354079586	-0.652233419	0.540856819	0.03589377	0.026325109	-0.137744495	0.131826908	-0.181416918	-0.252463718	0.121450397	-0.461245503	0.012723429	-0.417554523	-0.263405294	-0.811450004	0.479782515	0.278823649	-0.246845211	-0.73246779	-0.399255737	-0.426020943	-0.47395977	-0.068183582	-0.480685236	-0.164667299	-0.045795731	-0.557214429	-0.307278055	-0.714843545	-0.333514487	0.029864782	0.219913353	-0.21626786	-0.045447723	-0.336320719	-0.087857023	-0.086205119	0.338415253	-0.363527605	-0.25501578	-0.264171588	-0.524292546	-0.441074997	0.228104253	-0.457750699	-0.425832169	-0.327723059	-0.027512277	-0.541555969	0.069821517	-0.434086307	-0.078319212	0.111625016	-0.528475154	0.413159533	-0.55842951	0.161947334	-0.556591934	-0.488074291	0.038903084	0.017814404	-0.327723059	-0.440994133	0.08690597	0.354350745	-0.327723059	0.328177925	-0.318602523	0.049783129	-0.07654509	-0.442218196	-0.197178626	-0.731142509	-0.185614561	0.469430322	-0.442663536	-0.288812543	-0.327723059	-0.417834565	-0.024441991	-0.413573797	-0.455241142	0.03811262	-0.131500154	0.424541312	0.330245634	0.109325547	0.082720407	0.124341536	-0.073764165	-0.288072921	-0.010860246	-0.254914194	-0.070022618	0.052694278	0.365836456	-0.030178131	-0.3613335	-0.191498733	-0.380022482	-0.399241639	0.229463724	0.094217577	0.331167778	0.602232965	0.063497848	-0.345915465	-0.167214863	-0.558734298	-0.432494003	-0.112102422	0.047939352	0.013129426	0.037895718	-0.269048737	-0.179198475	-0.27962847	-0.308010212	-0.374455881	-0.135916673	-0.209416393	-0.047670928	-0.232603619	-0.553126383	-0.450478079	-0.026388547	-0.327723059	0.588220858	-0.214856271	0.12876368	0.426297847	-0.407357573	-0.261855962	-0.47163905	-0.216137901	-0.19403707	-0.177234939	-0.301730249	-0.109160676	-0.287474972	-0.808324002	-0.740414134	-0.015935894	0.240132836	0.533538115	0.065450656	-0.143408536	0.230163505	-0.576136687	0.196547304	-0.801458971	-0.491101527	0.11039259	-0.526820518	-0.478142122	-0.340161171	-0.544816027	-0.614344345	-0.309287898	-0.212227069	-0.087700463	-0.208559062	-0.646006486	-0.010844383	-0.142353888	0.440851248	-0.439372993	-0.334528553	0.13268009	0.282030269	0.44823734	-0.451855146	-0.003347648	-0.013884772	0.105483285	-0.364640028	-0.299506138	-0.506659785	-0.80413975	0.282553194	-0.211923755	-0.386669577	-0.171685782	0.216684961	-0.921487014	-0.54316514	-0.394396175	-0.369406359	0.072736567	-0.051408255	-0.623255821	-0.483601541	1.334188984	-0.351147116	-0.138420921	-0.286486092	-0.558120932	-0.686706801	-0.674462479	0.058503135	-0.726074221	-0.013810552	-0.390930271	1.551675007	-0.323708805	-0.400302731	0.794211572	-0.480412998	0.266040675	0.686028226	-0.411232624	-0.685326693	-0.694331033	-0.368363528	-0.939629017	0.073258441	-0.265850985	-0.396519625	-0.421523193	-0.236836287	-0.314963523	0.075815888	-0.798939996	-0.429181959	0.003923346	-0.381001818	-0.49321125	-0.386367674	-0.533763049	-0.299390809	-0.542576941	-0.135786226	-0.395194035	-0.369711113	-0.51147024	-0.144244771	-0.269539379	0.238221344	-0.241398841	-0.184202507	-0.341525631	-0.64835488	-0.448282426	-0.320578293	-0.252226038	-0.056362236	0.275647565	-0.623585738	0.920548295	-0.088885094	-0.067827542	-0.382503324	-0.312278157	0.10287749	-0.803279422	-1.441422639	-0.596813504	-0.293324225	-0.342355673	0.20902918	-0.027069084	-0.408053258	-0.225994383	-0.036845841	-0.094411885	-0.215162891	0.1193649	-0.39485279	-0.363584593	-0.587192729	-0.387925756	-0.028323559	0.345908098	0.055720809	-0.580544292	-0.544156391	-0.389593802	-0.052734948	2.296262302	-0.406433065	-0.749364944	-0.537753579	-0.417112125	-0.141186135	-0.464473375	-0.435448107	-0.375252687	-0.061096189	-0.345737847	-0.522414636	-0.164494246	-0.519910373	-0.252370361	-0.19234451	-0.129369566	-0.325809203	-0.751547194	-0.569751704	-0.040055668
