,ALT_CNA_XPNPEP1,ALT_MUT_DNAH11,ALT_CNA_HABP2,ALT_MUT_SPTBN5,ALT_CNA_CYP2E1,ALT_CNA_HSF1,ALT_CNA_CSMD1,ALT_MUT_BAGE2,ALT_CNA_TRPC6,ALT_CNA_DPF3,ALT_CNA_LPHN3,ALT_CNA_ZNF45,ALT_CNA_LNX1-AS1,ALT_CNA_RHNO1,ALT_CNA_SEMA3E,ALT_MUT_ATRX,ALT_CNA_ENTPD3,ALT_CNA_PODXL,ALT_MUT_FRMPD4,ALT_CNA_ATRX,ALT_CNA_IZUMO3,ALT_CNA_SV2A,ALT_CNA_DTD2,ALT_CNA_EPC1,ALT_CNA_LRRN3,ALT_CNA_AGBL4-IT1,ALT_CNA_LINC00702,ALT_CNA_EPHA5,ALT_CNA_AKAP13,ALT_CNA_GRM5P1,ALT_CNA_LSM8,ALT_CNA_CDKN2C,ALT_CNA_GPR19,ALT_CNA_ABL1,ALT_CNA_MKNK1-AS1,ALT_CNA_NDUFB4,ALT_CNA_MB21D2,ALT_CNA_AC009518.4,ALT_CNA_LINC00559,ALT_CNA_OAF,ALT_CNA_CNTN2,ALT_ARM4p,ALT_CNA_HUWE1,ALT_CNA_ZNF479,ALT_CNA_NKAIN2,ALT_CNA_GMCL1P1,ALT_CNA_AGBL4,ALT_CNA_LUZP6,ALT_MUT_NPAP1,ALT_CNA_PCAT19,ALT_CNA_OR51I2,ALT_CNA_MIR4272,ALT_CNA_FAM72C,ALT_ARM20q,ALT_MUT_SCN10A,ALT_CNA_NAMA,ALT_CNA_ST6GALNAC2,ALT_CNA_DAND5,ALT_MUT_BCOR,ALT_MUT_DOCK8,ALT_CNA_MIB1,ALT_CNA_CHRND,ALT_CNA_KIRREL3,ALT_CNA_MAMLD1,ALT_CNA_SCG5,ALT_CNA_MTAP,ALT_CNA_NSUN3,ALT_CNA_KIAA1217,ALT_CNA_ZNF497,ALT_CNA_ZNF837,headache_history,preoperative_corticosteroids,ALT_ARM20p,ALT_MUT_NF1,ALT_MUT_IDH1,RAGNUM_HYPOXIA_SCORE,karnofsky_performance_score,eastern_cancer_oncology_group,ALT_CNA_LINC00864,WINTER_HYPOXIA_SCORE,BUFFA_HYPOXIA_SCORE,age_at_initial_pathologic_diagnosis,year_of_initial_pathologic_diagnosis
0,0.003836804843578786,0.004362919692172259,0.005000120650721863,0.0050101790952071954,0.005052662244768389,0.0051905645688434445,0.005408404963099716,0.005595710873904135,0.005651149392300174,0.005698997345092285,0.005788965535763023,0.005810508716212958,0.005821070574882901,0.005920880192795024,0.005972131954243349,0.006127641996242678,0.006256563549968018,0.0062938636360182435,0.0063078635258883185,0.006343748872886952,0.006406539572795532,0.006413701680814804,0.0064347002692761905,0.0065052002293663775,0.0065705396035618275,0.006880334541620158,0.006881436628189264,0.0068828510333179705,0.0068864850303281214,0.006894155765842923,0.006953206766728203,0.007007677602806878,0.007105272025081978,0.007110364742793554,0.007172439708110811,0.007290486563943615,0.007376573205214287,0.0074482431406311545,0.00750193517302319,0.00750566179424589,0.007676770667514982,0.007721675124191703,0.007725425940654285,0.007766788578894181,0.007812507840514233,0.007824740913165599,0.007941638478101042,0.007941767697991351,0.007966045731188223,0.008113847930445218,0.008151525439572127,0.008206643181127814,0.008248213593887502,0.00826951207994786,0.008355098991966634,0.008434314041040898,0.008466498104890186,0.008556058514155205,0.008612041075620623,0.008758952232038073,0.008813719897486744,0.008840053521390988,0.009347960954549093,0.009557343884237356,0.009826500055396772,0.00986313996273561,0.01019819195304102,0.01068581461675305,0.010711517354561169,0.01088583981809437,0.01133738713159226,0.012529142005357097,0.013960702327904709,0.014082991240886255,0.017603896553275517,0.025811772593908728,0.02614671030346471,0.033911364523011314,0.03910343958959598,0.041107009352911214,0.041240029644659844,0.06310334387641833,0.14810350537957775
