,ALT_MUT_IDH2,ALT_CNA_CPED1,ALT_CNA_NFASC,ALT_CNA_FAM9A,ALT_MUT_FUBP1,ALT_CNA_CHRNG,ALT_CNA_VCX3B,ALT_CNA_ZNF133,ALT_MUT_FRAS1,ALT_CNA_TMCC2,ALT_MUT_PIK3CA,ALT_MUT_PCLO,ALT_ARM4q,ALT_CNA_GSDMC,ALT_CNA_N6AMT2,ALT_CNA_MKS1,ALT_CNA_ARHGEF9-IT1,ALT_CNA_PPIF,ALT_CNA_MIR4714,ALT_CNA_FN3K,ALT_CNA_DDX6,ALT_CNA_UQCRH,ALT_CNA_ENTPD3-AS1,ALT_CNA_IRS2,ALT_MUT_ROS1,ALT_CNA_ATF7IP,ALT_MUT_LAMA3,ALT_CNA_OR4C12,ALT_CNA_AMER1,ALT_CNA_NAMPT,ALT_MUT_NOTCH1,ALT_CNA_RBM17,ALT_CNA_ZNF750,ALT_CNA_GRID1-AS1,ALT_CNA_MYZAP,ALT_ARM9q,ALT_CNA_MIR5001,ALT_MUT_CDH23,ALT_CNA_TBC1D2,ALT_CNA_DPY19L2P1,ALT_CNA_MRPS23,ALT_CNA_COL4A1,ALT_MUT_MUC17,ALT_CNA_TREH,ALT_CNA_LINC02685,ALT_CNA_MIR31HG,ALT_ARM18p,ALT_CNA_MIR100HG,ALT_CNA_NFIX,ALT_CNA_GINS1,ALT_CNA_FAF1,ALT_CNA_SRGAP2D,ALT_CNA_XPNPEP1,ALT_CNA_OPN4,ALT_CNA_LINC00559,ALT_MUT_ASPM,ALT_CNA_CHRND,ALT_CNA_KDM4C,ALT_CNA_QKI,ALT_CNA_SV2A,ALT_CNA_CDKN2C,ALT_CNA_ST6GALNAC2,ALT_CNA_LSM8,ALT_CNA_DAND5,ALT_MUT_MUC16,ALT_CNA_NAMA,ALT_CNA_KIF26B,ALT_CNA_MKNK1-AS1,ALT_CNA_GRM5P1,ALT_MUT_PIK3R1,ALT_CNA_MACROD2,ALT_CNA_WAPAL,ALT_CNA_HSF1,ALT_CNA_CAND2,ALT_CNA_FGF13,ALT_MUT_TTN,ALT_CNA_LINC02171,ALT_CNA_MRPS17,ALT_CNA_CNTN2,ALT_CNA_ENTPD3,ALT_CNA_MACROD2-AS1,ALT_MUT_CIC,ALT_CNA_C9orf53,ALT_CNA_PPIE,ALT_CNA_FAM72C,ALT_MUT_SPTBN5,ALT_CNA_GIHCG,ALT_CNA_ATRX,ALT_MUT_HCFC1,ALT_CNA_IZUMO3,ALT_CNA_LRRN3,ALT_CNA_ADCYAP1,ALT_CNA_NEGR1,ALT_CNA_ERCC2,ALT_CNA_FAM118A,ALT_CNA_ZNF45,ALT_CNA_NELL2,ALT_MUT_USH2A,ALT_MUT_PTPRC,ALT_CNA_RHNO1,ALT_CNA_TRPC6,ALT_CNA_ZNF479,ALT_CNA_DPP6,ALT_CNA_SUCLG2,ALT_CNA_MIB1,ALT_CNA_OAF,ALT_CNA_CHRM3,ALT_CNA_LPHN3,ALT_CNA_HABP2,ALT_CNA_LNX1-AS1,ALT_CNA_EPHA5,ALT_MUT_HERC2P3,ALT_CNA_PIEZO1,ALT_CNA_GPR19,ALT_CNA_BNIP1,ALT_CNA_AGBL4,ALT_CNA_CSMD1,ALT_CNA_LINC00907,ALT_CNA_DPF3,ALT_CNA_DTD2,ALT_CNA_NSUN3,ALT_CNA_AKAP13,ALT_MUT_DNAH11,ALT_MUT_FRMPD4,ALT_CNA_ABL1,ALT_CNA_MIR4272,ALT_CNA_KIRREL3,ALT_CNA_SEMA3E,ALT_CNA_PODXL,ALT_CNA_HUWE1,ALT_CNA_RELN,ALT_CNA_GMCL1P1,ALT_CNA_MTAP,ALT_CNA_DHFRL1,ALT_CNA_NKAIN2,ALT_CNA_AGBL4-IT1,ALT_MUT_BAGE2,ALT_CNA_LINC00702,ALT_ARM4p,ALT_CNA_EPC1,ALT_MUT_ATRX,ALT_MUT_DOCK8,ALT_CNA_CYP2E1,ALT_CNA_MB21D2,ALT_CNA_AC009518.4,ALT_CNA_LUZP6,ALT_CNA_MAMLD1,ALT_MUT_SCN10A,ALT_MUT_NPAP1,ALT_CNA_OR51I2,ALT_CNA_SCG5,ALT_CNA_PCAT19,ALT_CNA_NDUFB4,ALT_MUT_BCOR,ALT_ARM20q,ALT_CNA_KIAA1217,ALT_CNA_ZNF837,ALT_CNA_ZNF497,headache_history,preoperative_corticosteroids,ALT_ARM20p,ALT_MUT_NF1,ALT_MUT_IDH1,RAGNUM_HYPOXIA_SCORE,karnofsky_performance_score,ALT_CNA_LINC00864,WINTER_HYPOXIA_SCORE,BUFFA_HYPOXIA_SCORE,eastern_cancer_oncology_group,age_at_initial_pathologic_diagnosis,year_of_initial_pathologic_diagnosis
0,0.0020377399386260577,0.0021554646916706233,0.002173256375579118,0.0022006438215033497,0.0023394029757059596,0.0023439173737796752,0.0023506167653522757,0.0024392946955485604,0.0024875668495078313,0.002494934077918013,0.0026532663008287196,0.0026648237213462668,0.002667136292403201,0.0026691931634101507,0.0026996381078488235,0.0027173954816019663,0.0027469048038260653,0.002759452636814461,0.002773062312570956,0.0027966100106838034,0.0028376988093925227,0.002859350424717318,0.0028697531673021566,0.0028778747107405774,0.002883138413622752,0.002884477846337209,0.0028967252315829544,0.002906196672598101,0.0029153185710044517,0.0029388435539598437,0.00295352797264638,0.0029641868147160435,0.0029789435386796915,0.002991575934249133,0.0030018397319312214,0.003011176815929012,0.003030395921944724,0.003035428923435592,0.003052563910041388,0.003064140163824173,0.003076106756503006,0.003077768529259145,0.0031142199300927586,0.0031157357266505094,0.0031172650409265904,0.003119637667806311,0.003148892887580432,0.0031637055517223767,0.0031812259961084785,0.0031925517765236215,0.0031977925920447176,0.0032059337584508596,0.0032102525981056347,0.00322531722711846,0.0032435588821968344,0.0032476047938269047,0.0032480373495369494,0.003254555391328378,0.0032578827221527973,0.0032686638750430456,0.0032945040263556704,0.003297155466189589,0.0033127058642271516,0.003317213393471885,0.003322973917220192,0.003323353643246317,0.003340989238375108,0.00335901216914782,0.0033769468666312204,0.0033807565419769273,0.0033829074604098098,0.003386624256458112,0.003408796600305785,0.0034445084411700343,0.0034457958536063668,0.0034460728088831086,0.0034466224651390756,0.0034485573501124266,0.0034553633202543442,0.0034570999916503945,0.0034747759968813538,0.0034836911768559957,0.003492149034420308,0.003531127740106066,0.0035348308764778305,0.0035442043535775713,0.0035507230312462764,0.0035515768255013533,0.003554222876239697,0.0035934235618005654,0.0035947380637721036,0.003617911844072989,0.0036450242224601607,0.0036705320973502127,0.0036818663994539246,0.0036822681349064023,0.0036887104726166355,0.0036994698224472934,0.003700169156185657,0.0037141283912685437,0.0037146996996473953,0.003724301853414548,0.0037317498684938414,0.0037392098491500015,0.0037988486586879333,0.003803079326536019,0.003834595357072457,0.003879070232649908,0.003903581742880092,0.003928183900924033,0.003935975068191351,0.00393775430788579,0.003947942025185785,0.003974345103195862,0.003982716183185924,0.004008092031616576,0.004013170831612278,0.004057237310122544,0.004121509584712756,0.00412621169861814,0.004137464593586254,0.00414005293055679,0.004210791780342606,0.00421922952288843,0.004292856046499627,0.004321012072340524,0.004414214753867591,0.004414903412428515,0.004470810422673161,0.004492930331670685,0.004496265402764448,0.004607058172816475,0.004618051643923178,0.00463141694742262,0.0047550126087708925,0.004774383299071312,0.0047924181771213156,0.004898593406061839,0.004941915700821768,0.0050044971942753294,0.005058036294229201,0.005168414362584365,0.005356313458855828,0.005683518792721819,0.005817860393960512,0.005941457797680955,0.00600401170332591,0.006011357324725363,0.006125885420778269,0.0062819026902974796,0.006373748965742746,0.00640318986047478,0.0066692693178402734,0.006698523083290537,0.007468724720249452,0.007472219540949598,0.007540211745810102,0.007671449096832335,0.0094006069060135,0.009494823956382497,0.011701250629087239,0.012426018070292064,0.014729657125573267,0.019145980588673932,0.019901916597512195,0.027156019372651073,0.029011491700478325,0.03127636329418616,0.03165674775032209,0.04773741868466631,0.141375767369494
