,ALT_CNA_ABL1,ALT_CNA_AGBL4,ALT_CNA_GRM5P1,ALT_CNA_CDKN2C,ALT_CNA_AGBL4-IT1,ALT_ARM4p,ALT_CNA_ZNF479,ALT_CNA_LINC00702,ALT_MUT_NPAP1,ALT_CNA_NKAIN2,ALT_CNA_LINC00559,ALT_CNA_GMCL1P1,ALT_CNA_DAND5,ALT_CNA_AKAP13,ALT_MUT_SCN10A,ALT_CNA_NAMA,ALT_CNA_MKNK1-AS1,ALT_CNA_NDUFB4,ALT_CNA_HUWE1,ALT_CNA_MB21D2,ALT_CNA_OAF,ALT_MUT_BCOR,ALT_CNA_ST6GALNAC2,ALT_CNA_KIRREL3,ALT_CNA_GPR19,ALT_CNA_EPHA5,ALT_CNA_CHRND,ALT_CNA_CNTN2,ALT_CNA_LUZP6,ALT_MUT_DOCK8,ALT_CNA_OR51I2,ALT_ARM20q,ALT_CNA_MIB1,ALT_CNA_SCG5,ALT_CNA_ZNF497,ALT_ARM20p,ALT_CNA_NSUN3,ALT_CNA_KIAA1217,ALT_CNA_LSM8,ALT_CNA_MIR4272,ALT_CNA_ZNF837,headache_history,ALT_CNA_PCAT19,ALT_CNA_FAM72C,ALT_CNA_MTAP,ALT_CNA_AC009518.4,preoperative_corticosteroids,ALT_MUT_NF1,ALT_CNA_MAMLD1,ALT_MUT_IDH1,RAGNUM_HYPOXIA_SCORE,karnofsky_performance_score,eastern_cancer_oncology_group,ALT_CNA_LINC00864,WINTER_HYPOXIA_SCORE,BUFFA_HYPOXIA_SCORE,age_at_initial_pathologic_diagnosis,year_of_initial_pathologic_diagnosis
0,0.007130612530213224,0.007223493645119025,0.007714458983041528,0.007738759324578482,0.007738799599623282,0.00826008653528125,0.008412940813943828,0.008644765131091081,0.008787093169292211,0.008813530710443855,0.008840044975470883,0.009067273544868018,0.009222246049514595,0.00931732700520048,0.009527281282388108,0.009534315371663096,0.009562075413576392,0.009726577471038998,0.009760309208410624,0.009851685006255365,0.00996064246827782,0.010300394389592852,0.010528397455265705,0.010539153498648564,0.010634590902350246,0.010648145801093408,0.010747649235399736,0.010829140277850213,0.011014750402786499,0.011180514228675857,0.011206563355790324,0.011225155166944462,0.011616315987721504,0.011679409777120365,0.012001391861012338,0.01204194297815069,0.012208853294413291,0.01229522954740395,0.012379596809465617,0.012652435275924445,0.012665649994725522,0.01270350288189373,0.01306757883565483,0.013087512843888016,0.013572634581452515,0.013757207418834405,0.01401649562598165,0.01430578868183865,0.01442691777548781,0.017602455399528615,0.03001444890835685,0.03035559830576956,0.03723972959044817,0.04113472020272365,0.045903573669564005,0.04659903079129768,0.07187172303908972,0.15711148296856248
