,ALT_MUT_HCFC1,ALT_MUT_PIK3R1,ALT_CNA_MRPS17,ALT_CNA_QKI,ALT_CNA_CAND2,ALT_CNA_WAPAL,ALT_MUT_PTPRC,ALT_MUT_ASPM,ALT_CNA_NEGR1,ALT_CNA_DPP6,ALT_CNA_FGF13,ALT_MUT_HERC2P3,ALT_MUT_MUC16,ALT_CNA_MACROD2,ALT_CNA_GIHCG,ALT_MUT_TTN,ALT_CNA_NELL2,ALT_MUT_CIC,ALT_CNA_OPN4,ALT_CNA_KIF26B,ALT_CNA_PPIE,ALT_CNA_SUCLG2,ALT_CNA_LINC02171,ALT_CNA_PIEZO1,ALT_CNA_ADCYAP1,ALT_CNA_DHFRL1,ALT_CNA_KDM4C,ALT_CNA_FAM118A,ALT_CNA_CHRM3,ALT_CNA_BNIP1,ALT_CNA_MACROD2-AS1,ALT_MUT_USH2A,ALT_CNA_C9orf53,ALT_CNA_LINC00907,ALT_CNA_RELN,ALT_CNA_ERCC2,ALT_CNA_HABP2,ALT_CNA_DPF3,ALT_MUT_SPTBN5,ALT_CNA_PODXL,ALT_CNA_IZUMO3,ALT_CNA_ATRX,ALT_CNA_ZNF45,ALT_CNA_XPNPEP1,ALT_CNA_LSM8,ALT_MUT_DNAH11,ALT_CNA_LNX1-AS1,ALT_CNA_LPHN3,ALT_CNA_MIR4272,ALT_MUT_FRMPD4,ALT_CNA_AGBL4,ALT_CNA_CSMD1,ALT_CNA_GPR19,ALT_CNA_RHNO1,ALT_CNA_SEMA3E,ALT_CNA_GMCL1P1,ALT_CNA_NKAIN2,ALT_CNA_NSUN3,ALT_CNA_MIB1,ALT_CNA_TRPC6,ALT_CNA_ABL1,ALT_CNA_HSF1,ALT_CNA_EPHA5,ALT_CNA_ZNF479,ALT_CNA_ENTPD3,ALT_CNA_MKNK1-AS1,ALT_CNA_CYP2E1,ALT_CNA_SV2A,ALT_CNA_FAM72C,ALT_CNA_CDKN2C,ALT_CNA_LRRN3,ALT_MUT_ATRX,ALT_CNA_DTD2,ALT_CNA_EPC1,ALT_MUT_DOCK8,ALT_MUT_BAGE2,ALT_CNA_LINC00559,ALT_CNA_LINC00702,ALT_ARM4p,ALT_CNA_AC009518.4,ALT_CNA_AGBL4-IT1,ALT_ARM20q,ALT_CNA_AKAP13,ALT_CNA_CNTN2,ALT_MUT_NPAP1,ALT_CNA_HUWE1,ALT_CNA_MTAP,ALT_CNA_MB21D2,ALT_CNA_KIRREL3,ALT_CNA_OAF,ALT_CNA_GRM5P1,ALT_CNA_LUZP6,ALT_CNA_PCAT19,ALT_CNA_ST6GALNAC2,ALT_CNA_MAMLD1,ALT_CNA_NDUFB4,ALT_CNA_NAMA,ALT_CNA_DAND5,ALT_CNA_OR51I2,ALT_CNA_CHRND,ALT_CNA_SCG5,ALT_MUT_BCOR,ALT_CNA_ZNF837,ALT_CNA_KIAA1217,ALT_MUT_SCN10A,ALT_CNA_ZNF497,headache_history,preoperative_corticosteroids,ALT_ARM20p,ALT_MUT_NF1,ALT_MUT_IDH1,karnofsky_performance_score,RAGNUM_HYPOXIA_SCORE,ALT_CNA_LINC00864,eastern_cancer_oncology_group,WINTER_HYPOXIA_SCORE,BUFFA_HYPOXIA_SCORE,age_at_initial_pathologic_diagnosis,year_of_initial_pathologic_diagnosis
0,0.0032795408375636643,0.0032947320608391326,0.003312798580065819,0.0034827805563298667,0.003504032170804898,0.003518561676520078,0.003556913809181652,0.0036224425270703444,0.003641952001975832,0.003804118833293115,0.0038952258015964338,0.0039049732758050042,0.003908132337209241,0.00392598192344791,0.003932743573524974,0.003977508553614974,0.003986374674908881,0.0039957047301206194,0.0040132221584041885,0.004142272985318688,0.004152851072297885,0.004163358320656992,0.004199109388960896,0.004230307343982447,0.004249376257212764,0.004277321365773039,0.0042837305406061435,0.004333452519267982,0.004346713670761268,0.0043583112323311935,0.004406747494336869,0.00441404774454238,0.004441140149907225,0.004470598383586008,0.004479489436196254,0.004492029998097193,0.0045748775875457575,0.0045829534925685995,0.004602238190889149,0.0046243255775594285,0.004634143648497123,0.004641467168652484,0.004662797321935461,0.004705794545756029,0.004709691302987519,0.004743394307582465,0.004766860477256786,0.004775032565809537,0.0047981480912466425,0.0048401611114406145,0.004879967922328912,0.004901432348963561,0.0049239003117715705,0.004966935457251142,0.004984366494641368,0.005040276894610074,0.005096236332439316,0.005116683498562605,0.005125028287811503,0.005129479292082769,0.00514053031910636,0.005157692622428661,0.005284653816247536,0.005401588726168881,0.005451017966478729,0.005463077288152271,0.00547339694265551,0.005477036762038792,0.005536930190770804,0.005552570472681587,0.0055858137668939375,0.0057831383572887664,0.0058546681009654915,0.005856027720468909,0.005904467002291333,0.006003590103712775,0.006015780926367026,0.006191141205743425,0.0062380275308917335,0.006335640807414583,0.0064081701816291765,0.006492849516094232,0.0065903046011645885,0.0066471121873889205,0.006802777985083186,0.0068170213651252394,0.006872925893255192,0.006882195263025812,0.007176550335460609,0.007205499574537856,0.007215624669664264,0.0072493104819063734,0.007261741246789875,0.007286660078459467,0.0073960115332664085,0.007425489927403062,0.00750497984593027,0.007693234399644086,0.007714836767901047,0.0077534845151473715,0.007764875132945545,0.007841201798717935,0.007927653951176627,0.008010977563532634,0.00848797566865406,0.009369646165587782,0.01029576282637749,0.01137136305894649,0.013030140149083522,0.013480414132780205,0.01611054871945495,0.02204731970895991,0.022596750015953713,0.02697356593612052,0.03264458809672173,0.03340201032075814,0.03577015091347839,0.052507691125974865,0.1444390035008291
